Country Name,Country Code,Series Name,Series Code,2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Afghanistan,AFG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,..,36.2890774127896,37.06956357719,54.5054272070161,..
Afghanistan,AFG,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..,-21.2561469298972,36.7070623063138,..
Afghanistan,AFG,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,..,..,..,..,..
Afghanistan,AFG,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,59978560.9220507,613785246.006195,..,..,..
Afghanistan,AFG,Net foreign assets (current LCU),FM.AST.NFRG.CN,790413851829.57,871656191935.557,..,..,..
Afghanistan,AFG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.91160341625552,-2.35110067203466,-20.7388393676343,-6.24017199240269,..
Afghanistan,AFG,GDP per capita (current US$),NY.GDP.PCAP.CD,497.741431256813,512.055098005672,355.777826392648,352.603733092107,..
Afghanistan,AFG,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,..,..,..,..,..
Afghanistan,AFG,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,..,..,..,..,..
Afghanistan,AFG,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,324,..,..,..,..
Afghanistan,AFG,"Time to import, border compliance (hours)",IC.IMP.TMBC,96,..,..,..,..
Albania,ALB,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,44.9749247621036,37.1719398177669,44.7088213484193,47.7542583145142,44.9148946762443
Albania,ALB,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2.2896416775674,-19.789390871026,31.4513010986336,13.1333751266465,1.33077920522959
Albania,ALB,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,6153498070.1579,4935758284.81331,6488118484.4707,7340227423.69753,7437909643.86865
Albania,ALB,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,-1018802164.17964,-960514475.344888,-738256754.050508,-946255075.780173,-84407545.5492342
Albania,ALB,Net foreign assets (current LCU),FM.AST.NFRG.CN,691446538021.481,746995285850.37,886437967572.446,850603491476.877,947969031057.584
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.08771199649604,-3.30208203862541,8.90852781831182,4.85640165227306,3.43914949919611
Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,5396.2142432843,5343.0377039956,6377.20309553753,6810.11404104233,8367.77573143421
Albania,ALB,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,1.47,1.45,1.61,..,..
Albania,ALB,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,3.7,3.7,3.71,..,..
Albania,ALB,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,8,..,..,..,..
Albania,ALB,"Time to import, border compliance (hours)",IC.IMP.TMBC,10,..,..,..,..
Algeria,DZA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,26.0989006586763,24.8545554509197,23.3883951900933,20.3943509800654,21.0283730527596
Algeria,DZA,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-7.10000000000004,-16,-4.5,-0.200000000000003,19.4000000000001
Algeria,DZA,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,49131580435.0109,41270527565.4092,39413353824.9658,39334527117.3158,46965425378.0751
Algeria,DZA,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,-17032982268.1638,-18906416513.5753,-4701342558.27479,19407402354.1984,4978367688.9921
Algeria,DZA,Net foreign assets (current LCU),FM.AST.NFRG.CN,7428696506192.52,6321299615983.46,5993967399655.94,8119486863303.65,8904967882115.45
Algeria,DZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.89999999991042,-5,3.8,3.60000000017391,4.10000000000679
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,4530.10174483631,3794.40952448639,4216.2512851303,5023.25293164928,5260.20624980797
Algeria,DZA,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,12.49,12.52,12.83,..,..
Algeria,DZA,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,19.02,19.03,19.03,..,..
Algeria,DZA,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,96,..,..,..,..
Algeria,DZA,"Time to import, border compliance (hours)",IC.IMP.TMBC,209.5714,..,..,..,..
American Samoa,ASM,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,94.8995363214838,95.1456310679612,92.5333333333333,77.7267508610792,..
American Samoa,ASM,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-5.42168674698796,19.4267515923567,-5.60000000000001,-12.5706214689266,..
American Samoa,ASM,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,535410256.410256,639423076.923077,603615384.615385,527737179.48718,..
American Samoa,ASM,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,..,..,..,..,..
American Samoa,ASM,Net foreign assets (current LCU),FM.AST.NFRG.CN,..,..,..,..,..
American Samoa,ASM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.487804878048777,4.41176470588236,-0.782472613458523,1.73501577287065,..
American Samoa,ASM,GDP per capita (current US$),NY.GDP.PCAP.CD,13672.576657298,15609.7772196843,16653.7137781725,19673.3901023197,..
American Samoa,ASM,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,..,..,..,..,..
American Samoa,ASM,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,..,..,..,..,..
American Samoa,ASM,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,..,..,..,..,..
American Samoa,ASM,"Time to import, border compliance (hours)",IC.IMP.TMBC,..,..,..,..,..
Andorra,AND,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,..,..,..,..,..
Andorra,AND,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..,..,..,..
Andorra,AND,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,..,..,..,..,..
Andorra,AND,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,570076956.357274,504739726.558396,455754318.041028,605572492.875939,..
Andorra,AND,Net foreign assets (current LCU),FM.AST.NFRG.CN,..,..,..,..,..
Andorra,AND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.01554763848308,-11.1839399355384,8.28719978108489,9.56379752740844,1.44418423106947
Andorra,AND,GDP per capita (current US$),NY.GDP.PCAP.CD,41328.6004978373,37207.2219994994,42066.4905178822,42350.6970690874,46544.7207199483
Andorra,AND,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,..,..,..,..,..
Andorra,AND,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,..,..,..,..,..
Andorra,AND,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,..,..,..,..,..
Andorra,AND,"Time to import, border compliance (hours)",IC.IMP.TMBC,..,..,..,..,..
Angola,AGO,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,17.0387830650203,27.6274881894828,26.7192226161787,25.2994284109634,26.6614759891773
Angola,AGO,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-25.0485265111204,-21.6945479260561,-3.81642137297679,26.1097054929647,-6.78083080834597
Angola,AGO,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,15808662004.1904,12379044249.2231,11906607758.7255,15015387978.7312,13997219924.6767
Angola,AGO,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,4488228407.1028,-438142762.850659,6288278014.50981,8841016896.12459,5507874392.56776
Angola,AGO,Net foreign assets (current LCU),FM.AST.NFRG.CN,7029588595487.96,7310501025246.75,5912810738075.3,6104779639219.49,10614152510861.6
Angola,AGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.702272957616017,-5.63821471714934,1.19921052145153,3.04540300954928,0.856000934845724
Angola,AGO,GDP per capita (current US$),NY.GDP.PCAP.CD,2191.34776433537,1450.90511139418,1927.47407827687,2933.48464381415,2309.52162029791
Angola,AGO,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,8.65,10.51,12.03,..,..
Angola,AGO,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,9.07,9.82,10.7,..,..
Angola,AGO,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,96,..,..,..,..
Angola,AGO,"Time to import, border compliance (hours)",IC.IMP.TMBC,72,..,..,..,..
Antigua and Barbuda,ATG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,68.4165333963013,52.4347951642755,54.1394040738351,62.9404229329272,..
Antigua and Barbuda,ATG,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..,..,..,..
Antigua and Barbuda,ATG,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,..,..,..,..,..
Antigua and Barbuda,ATG,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,-135699450.718187,-209498827.404727,-186253617.004091,-248447272.222222,-233546081.851852
Antigua and Barbuda,ATG,Net foreign assets (current LCU),FM.AST.NFRG.CN,1713302088.11403,1539578930.6003,2111824674.34307,2249817133.54081,2257424231.00872
Antigua and Barbuda,ATG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.10044514982847,-18.8803992026325,8.1917184618173,9.51639564359461,3.86201218730389
Antigua and Barbuda,ATG,GDP per capita (current US$),NY.GDP.PCAP.CD,18730.0047966374,15224.8585890561,17178.5437160522,19919.7266867883,21560.2153299665
Antigua and Barbuda,ATG,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,12.39,12.39,12.39,..,..
Antigua and Barbuda,ATG,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,9.91,9.91,9.91,..,..
Antigua and Barbuda,ATG,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,48,..,..,..,..
Antigua and Barbuda,ATG,"Time to import, border compliance (hours)",IC.IMP.TMBC,61.33333,..,..,..,..
Argentina,ARG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,14.7057366680037,13.5982843701675,14.9334363103503,15.3509522986127,14.0523919218016
Argentina,ARG,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-18.697229551099,-17.2106711802733,20.4374783811449,17.8750573662588,2.16071200050236
Argentina,ARG,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,66568179534.9415,55111349044.4887,66374719091.0134,78239238205.2251,79929762814.2271
Argentina,ARG,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,-5119265557.22344,1362120006.72899,4501708102.3928,-7453530159.0643,-26737125053.5493
Argentina,ARG,Net foreign assets (current LCU),FM.AST.NFRG.CN,1481296562221.16,1670619827844.4,1646000049413.83,4321822473257.19,4474894030916.25
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.00086100285785,-9.9004848136464,10.7180099337095,4.95636996008236,-1.55050153620256
Argentina,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,9963.67416171662,8500.83793850534,10650.8604604345,13650.6046294524,13730.5147090247
Argentina,ARG,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,12.18,12.19,11.9,..,..
Argentina,ARG,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,13.19,13.13,13.11,..,..
Argentina,ARG,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,166,..,..,..,..
Argentina,ARG,"Time to import, border compliance (hours)",IC.IMP.TMBC,60,..,..,..,..
Armenia,ARM,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,54.7633527667858,39.7238206244142,43.7634488327132,50.9928446789957,58.8615049918137
Armenia,ARM,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,11.5999999980422,-31.4999999988948,12.8999999991805,34.5000000001134,28.3
Armenia,ARM,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,7415430813.20257,5079570107.12572,5734834650.90331,7713352605.47145,9896231392.81988
Armenia,ARM,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,-462974493.010801,-691034064.419163,-368924955.375446,246142057.200023,-488335252.054484
Armenia,ARM,Net foreign assets (current LCU),FM.AST.NFRG.CN,18123558685.1553,-506549919129.572,-159021613556.125,375429528138.547,401752874984.914
Armenia,ARM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.59999999853918,-7.19999999920631,5.80000000065645,12.5999999997766,8.7
Armenia,ARM,GDP per capita (current US$),NY.GDP.PCAP.CD,4828.50488626598,4505.86774175695,4972.78320361917,7018.05150434798,8715.76533622178
Armenia,ARM,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,6.3,4.81,5.7,..,..
Armenia,ARM,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,8.46,6.27,6.81,..,..
Armenia,ARM,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,1.615385,..,..,..,..
Armenia,ARM,"Time to import, border compliance (hours)",IC.IMP.TMBC,2.538462,..,..,..,..
Aruba,ABW,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,72.1089811926666,68.8355644399277,70.8303783212249,77.3346519395464,..
Aruba,ABW,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..,..,..,..
Aruba,ABW,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,..,..,..,..,..
Aruba,ABW,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,84221603.0888698,-316499024.55246,85106143.0470593,181841996.801171,..
Aruba,ABW,Net foreign assets (current LCU),FM.AST.NFRG.CN,1928044000,2353836000,3130584000,3240382000,..
Aruba,ABW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.3028363027198,-23.9825809597131,27.6393569688502,10.45831735343,..
Aruba,ABW,GDP per capita (current US$),NY.GDP.PCAP.CD,31902.8098183195,24008.1278217477,29127.7593841909,33300.8388187011,..
Aruba,ABW,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,10.92,..,9.98,..,..
Aruba,ABW,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,10.83,..,9.36,..,..
Aruba,ABW,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,..,..,..,..,..
Aruba,ABW,"Time to import, border compliance (hours)",IC.IMP.TMBC,..,..,..,..,..
Australia,AUS,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,21.6371749941796,20.1756728566692,17.7255408465983,19.7096203060062,21.3606910435151
Australia,AUS,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,0.226108438984568,-5.96727663337209,-3.45800370308029,6.90476024427721,9.2919940243852
Australia,AUS,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,327372818266.857,307837576578.407,297192541780.853,317712974254.695,347234844837.137
Australia,AUS,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,3771396461.83194,34962793559.3112,43942971272.9814,17054816444.5868,14545150689.2698
Australia,AUS,Net foreign assets (current LCU),FM.AST.NFRG.CN,-137752727724.827,-461655665833.664,-719772688229.768,-712363780633.454,-517307294599.684
Australia,AUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.1811091061096,-0.33468635945016,2.11183088925151,4.26894639349867,3.01698810357014
Australia,AUS,GDP per capita (current US$),NY.GDP.PCAP.CD,55049.571919719,51868.2475567823,60697.2454358579,65077.676668821,64711.7656030565
Australia,AUS,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,2.03,1.97,1.93,..,..
Australia,AUS,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,2.45,2.45,2.45,..,..
Australia,AUS,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,4,..,..,..,..
Australia,AUS,"Time to import, border compliance (hours)",IC.IMP.TMBC,39,..,..,..,..
Austria,AUT,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,52.1317298002285,48.123348236909,55.0331207505886,61.6022637210822,56.6419812190619
Austria,AUT,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2.24773543447625,-10.0196125032974,14.3278049438145,7.87877912206454,-1.76504645940209
Austria,AUT,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,221698882653.41,199485513687.398,228067408979.695,246036336382.621,241693680738.457
Austria,AUT,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,16467353289.8265,7420598890.88509,4532366775.39676,-9385272170.95519,6130364036.02768
Austria,AUT,Net foreign assets (current LCU),FM.AST.NFRG.CN,121562908151.966,140624055114.643,108990478636.779,87152439223.1692,93404823987.5221
Austria,AUT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.45052918393192,-6.63299143662553,4.23786673253257,4.80643020178459,-0.828815088963225
Austria,AUT,GDP per capita (current US$),NY.GDP.PCAP.CD,50067.5857265892,48789.4978498872,53517.8904509612,52084.6811953372,56505.9682796867
Austria,AUT,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,2.55,1.71,2.24,..,..
Austria,AUT,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,6.16,4.32,5.63,..,..
Austria,AUT,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,0.5,..,..,..,..
Austria,AUT,"Time to import, border compliance (hours)",IC.IMP.TMBC,0,..,..,..,..
Azerbaijan,AZE,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,36.7675179068137,36.3943117827554,29.7981185195358,26.9954251873703,34.5739824641988
Azerbaijan,AZE,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..,..,..,..
Azerbaijan,AZE,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,..,..,..,..,..
Azerbaijan,AZE,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,5008074730.48852,413099200,8133835000,21860316000,9640357000
Azerbaijan,AZE,Net foreign assets (current LCU),FM.AST.NFRG.CN,17248402243.0329,18760916573.7823,20541524155.9266,25363817283.9343,25423608023.3187
Azerbaijan,AZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.50000006743734,-4.30000010230737,5.61645102853028,4.71480236521231,1.12397432709641
Azerbaijan,AZE,GDP per capita (current US$),NY.GDP.PCAP.CD,4805.75371765917,4229.91064904503,5408.04535175023,7770.594223351,7155.08360355897
Azerbaijan,AZE,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,15.32,9.11,9.26,..,..
Azerbaijan,AZE,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,15.01,8.45,8.92,..,..
Azerbaijan,AZE,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,26,..,..,..,..
Azerbaijan,AZE,"Time to import, border compliance (hours)",IC.IMP.TMBC,4.142857,..,..,..,..
"Bahamas, The",BHS,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,36.9831440819901,33.6898234620715,43.4545118701018,43.7471453366219,42.9584684590438
"Bahamas, The",BHS,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-3.78218093985036,-27.2526889401392,20.2895297946359,-2.19936561246385,10.7147115636849
"Bahamas, The",BHS,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,4707644360.93559,3424684686.84181,4119537106.75092,4028933424.23235,4460622019.73174
"Bahamas, The",BHS,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,374587470.329001,-1692267008.09359,-1443227376.20109,-1223205633.37875,..
"Bahamas, The",BHS,Net foreign assets (current LCU),FM.AST.NFRG.CN,2304117951.55232,2276138113.41593,2122341662.25065,2566248706.38032,2564721435.28759
"Bahamas, The",BHS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.35726520928898,-21.4234630658488,15.4031489427848,10.7820132001503,2.63905598075102
"Bahamas, The",BHS,GDP per capita (current US$),NY.GDP.PCAP.CD,32173.9581814182,24499.1647620617,27871.3723259771,32041.2503902591,34749.6382896736
"Bahamas, The",BHS,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,..,..,..,..,..
"Bahamas, The",BHS,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,..,..,..,..,..
"Bahamas, The",BHS,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,6,..,..,..,..
"Bahamas, The",BHS,"Time to import, border compliance (hours)",IC.IMP.TMBC,51,..,..,..,..
Bahrain,BHR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,65.2148742068027,67.2894052902043,70.1917205842733,..,..
Bahrain,BHR,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-5.56778558181927,-0.70156425747885,15.1851981516887,..,..
Bahrain,BHR,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,23202879219.5963,23040096112.2856,26538780361.2757,..,..
Bahrain,BHR,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,-411436170.212766,-3851595744.68085,1673670212.76596,4723138297.87234,1445212765.95745
Bahrain,BHR,Net foreign assets (current LCU),FM.AST.NFRG.CN,..,..,..,..,..
Bahrain,BHR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.1669646688237,-4.64463735878491,2.59040783827855,4.89150020694356,2.48146533907759
Bahrain,BHR,GDP per capita (current US$),NY.GDP.PCAP.CD,25869.1129129041,23433.1872362574,26850.0033915702,30146.925026365,29084.3071297448
Bahrain,BHR,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,3.68,3.59,3.6,..,..
Bahrain,BHR,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,5.04,4.96,4.97,..,..
Bahrain,BHR,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,60,..,..,..,..
Bahrain,BHR,"Time to import, border compliance (hours)",IC.IMP.TMBC,42,..,..,..,..
Bangladesh,BGD,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,18.4832971559365,15.8286593146113,17.0612258032497,20.897740835675,17.8258075763392
Bangladesh,BGD,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,0.505485109903844,-11.4095619535824,15.2659417354817,31.1830863627875,-9.7736527707028
Bangladesh,BGD,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,58779996002.813,52073455942.5587,60022959386.4015,78739970649.3639,71044199326.3418
Bangladesh,BGD,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,-4714447597.14725,544542994.642915,-15550501968.6602,-16748126374.1981,3338484194.0451
Bangladesh,BGD,Net foreign assets (current LCU),FM.AST.NFRG.CN,2258194813329.06,3117197510226.79,3145605862215.03,2671351676253.62,1875850713902.38
Bangladesh,BGD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.88191515117722,3.44801755122445,6.93867912442445,7.09982877575158,5.77511237007889
Bangladesh,BGD,GDP per capita (current US$),NY.GDP.PCAP.CD,2122.03765230231,2233.76728192962,2457.96446570157,2687.89906307087,2529.08012688018
Bangladesh,BGD,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,12.19,12.53,12.57,..,..
Bangladesh,BGD,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,14.04,14.04,14.05,..,..
Bangladesh,BGD,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,144,..,..,..,..
Bangladesh,BGD,"Time to import, border compliance (hours)",IC.IMP.TMBC,216,..,..,..,..
Barbados,BRB,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,38.6855818954203,35.5383643964042,39.6410048701023,42.1781454766083,..
Barbados,BRB,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..,..,..,..
Barbados,BRB,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,..,..,..,..,..
Barbados,BRB,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,..,..,..,..,..
Barbados,BRB,Net foreign assets (current LCU),FM.AST.NFRG.CN,1679338318.03596,2028985775.01635,2399407645.55321,2222766704.48492,2251184064.71684
Barbados,BRB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.379893732533731,-12.5396664134407,-1.18319712008605,13.4808615694709,4.51648965902731
Barbados,BRB,GDP per capita (current US$),NY.GDP.PCAP.CD,19156.0398672282,17028.4137830299,17586.3300142247,20738.4511868198,22672.6154350731
Barbados,BRB,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,..,10.18,9.53,..,..
Barbados,BRB,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,..,11.92,11.91,..,..
Barbados,BRB,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,46,..,..,..,..
Barbados,BRB,"Time to import, border compliance (hours)",IC.IMP.TMBC,81,..,..,..,..
Belarus,BLR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,65.7557224712763,57.9217344260324,65.1824128358935,56.973020682251,66.1797785565314
Belarus,BLR,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,5.10400113843892,-7.35078415886269,5.74560068197042,-18.1508182373061,22.5756661193352
Belarus,BLR,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,47163529820.2056,43696640541.4214,46207275018.3675,37820276517.3715,46358455869.3426
Belarus,BLR,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,-554800000,-355900000,2061374484.38,3092166965.37,-96253454.77
Belarus,BLR,Net foreign assets (current LCU),FM.AST.NFRG.CN,11878970387.0796,9396198380.73468,11410326139.5969,..,..
Belarus,BLR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.44620667102681,-0.672904125264921,2.43886608142535,-4.65824489149375,3.88624214456901
Belarus,BLR,GDP per capita (current US$),NY.GDP.PCAP.CD,6837.76832136779,6542.8645398436,7489.71894713888,7994.64806074889,7829.05313660622
Belarus,BLR,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,7.93,5.15,5.65,..,..
Belarus,BLR,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,9.53,6.51,6.85,..,..
Belarus,BLR,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,3.5,..,..,..,..
Belarus,BLR,"Time to import, border compliance (hours)",IC.IMP.TMBC,0,..,..,..,..
Belgium,BEL,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,81.7690330122952,76.6671689807858,86.1375952345899,97.3309032237925,87.6137957502571
Belgium,BEL,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,1.9567248007307,-7.36084333453243,13.0333358720663,4.89552254043444,-2.61839761744869
Belgium,BEL,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,415148435408.359,384590009472.187,434714917137.109,455996483892.187,444056682822.304
Belgium,BEL,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,-3210968224.10718,6298472869.33761,10618127624.6749,-5350092414.52926,-7027156009.88049
